Tweet,Emotions
"Thx 4  Jennifer~~&gt;@OurHolyArmour&lt;~~GOD bless u, filling  heart and mouth w/His PRAISE!  May His b ur STRENGTH",joy
Car rides when dad is singing country the whole time hes not that bad #shocker,joy
"The gift I orderd for my parents is supposed to come today, so excited :):) ",surprise
@alanosucre from today onwards I will always listen to you. The charger worked.... my baby is working again:) ,joy
Joy joy joy joy :),joy
I wake up after getting only a couple hours of sleep and there is NO COFFEE and i have no idea how to make more.... ,sadness
The most basic instinct of the human species is neither nor #sex. it is procrastination. #StudyTalk,fear
I forgot the mom dies in hope floats. ,sadness
 I'm awfully sorry to have kept you waiting for so long . ,sadness
Officially no hotel rooms anywhere in valdosta georgia. Some kinda big race here. ,anger
So instead of Going out to dinner for my birthday on Sunday my dad brother &amp; cousins are Going to the Broncos &amp;  Chargers game -____- ,joy
"@flolly Feel free to! Just be warned, I'm a Fattie McFattie. Weighed myself the other day, and I'm the heaviest I've ever been ",sadness
When someone you're doing so much for is constantly putting you down. You don't deserve this ,surprise
"UGH. Gonna have to re- record it tomaro  actually talk, because the stupid voice over isnt working right. :| ",sadness
@TierraArmstrong yea I meant prayer..I didn't knw u knew wat prayer was or wat it MEAN ,surprise
It's 8 o'clock and I lost my gum I am pissed ,anger
Be grateful for the small things in life. They will make you smile. #faith #spirituality #church #inspiration,joy
 Make it 4 ,neutral
@wiz_keleefa yo gurl ur feet smell like da worst thing I've ever shoved up my nose on a friday night. that's pretty awful #soap?,disgust
"Umm, if Voxer isn't for randomly sending people the recording of &quot;REDRUM&quot; from &quot;The Shining&quot; then I don't know it's true purpose. ",surprise
"The wind is so chilling. Got the heater up..wish I could nap with my baby, but I  have studying to do... ",joy
I felt a stifled anger against her . ,anger
iAlways Wanted to Make lOve to  This Womens Work iMight even shade a Couple tears Of ,joy
" that ’ s pretty much how you feel about your step-mother . Like grandmother , like grandson . ",neutral
"@xoxo_samanthaaa , slick do . and once again .. i have no time for you childishness .",surprise
mama found my latest tattoo...... ,surprise
How nice! RT @goenvani: Smp rumah semi basah kuyup ...tawa lebar &amp; #noam. Telor ceplok...bubur ketan hitam buatan #nita.,joy
"not afraid of tomorrow, for I have seen yesterday and I love today #less",fear
@joe_hill  reason 10: because it's apparently too awesome to be a tv show...  ,sadness
"i cant wait to work tomorrow, wednesday, thursday, friday, and saturday.........",joy
"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
"Have seen Fashion, WYR, Kaminey.. and yet her gutsy approach to Susanna took me aback. PRIYANKA in 7 Khoon Maaf  ",surprise
I hate driving or riding over long bridges with nothing but water under it so much runs thru my eyes,fear
A female classmate was always late for meetings which were for the homework and not social gatherings.  We were very busy and the deadline was close but we had to waste half an hour or an hour waiting for her as we could do nothing else then.,anger
When I got separated from my first love.,sadness
Happy thanksgiving to all u sad people tht r looking at my twitter when u can be eating ,sadness
Tonight I had the most terrifying experience doing laundry. So terrible I'm not going to do it. I literally feel like a crazy person. ,fear
Mini Teddy Grahams  for breakfast ,joy
Our amusement at his false assumption seemed to ease the tension between us . ,joy
 There is a wait right now to use the computers . ,neutral
Recent break-up with my girlfriend. We had been together for over a year. I was overseas and discovered over the phone (while I was at work).,sadness
"This time , with deepening anger on the streets over price liberalisation , the hardliners were not to forgo their chance . ",anger
Both of them were aware of Alain 's black anger and Marguerite was feeling the sorrow of leaving her own house . ,sadness
Family Christmas Card todayyy ,joy
Everything changes on a dime. Just letting go and watching the magic flow #hope,joy
"My ICT form has finally gone to head of sixth form so that section of reference can be done, and then it Uni application will be gone ",joy
I just fucking hate everything at this moment.  #sad #kill #death #jumpfromthiswindow? #nah #close,anger
Getting no sleep over a chorus project?  #whydidentmypartnerdoanything,sadness
 Our red underwear didn't do any good at all ! ,sadness
 Are they ? ,neutral
"This BCS show is like the NCAAB Tourney selection show. Except, after announcing the teams, all but 2 are immediately eliminated. ",sadness
Fearthought is futile worrying over what cannot be averted or will probably never happen - Winston Churchill  ,fear
" Sure , I'd love to . ",joy
"Note to self: Never transport hot items in crock pots via car, unless you want a permanent spiced cider scent in your Mazda. #fb",sadness
"It's the first Sunday of Advent. As I do every year, I will be posting an  task every day this month.    ",joy
Doesn't apply.,fear
"Gedichten zijn af. Nu nog even wat eten, douchen, kado's inpakken en klaar van vanmiddag! ",surprise
"It 's been our experience that families , and particularly carers , go through great anguish , much pain and heartache associated with this process . ",sadness
A wave of cheerful elation swept over her as she separated her pound note from Yanto 's fivers . ,joy
Many of the youngsters feel resentful that society is kicking them out . ,anger
Am a loner on Twitter too? How sad..in real life and twitter Taylor Leigh Carroll is a loner ,sadness
Mid day sex is da best ,surprise
"I was shaking with embarrassment that he could talk to me in this way at all , as if he knew me , as if he had the right to question me . ",shame
Genetics lab final: check. Now to fill my life with Physics and Genetics until Monday afternoon. #icandothis,joy
hehe!! U guys won't believe this: @NjagiKev1n @CyrusGich dad just narrated venye aliruka fence sum tym baK ,surprise
J'ai foutu le bordel dans la cuisine #TeamSLNRS,surprise
IDK what I'd do if I ever got attacked by any type of wild animal... ,fear
"@ChelseaHolman did that this morning, except it was one of those weird revolving-door types.  ",surprise
Elementos Super Luxury ! Nunca sabes que te puede pasar por las mañanas con @lauragpolo y conmigo ! ,surprise
Our dog had to be shot because he had killed a roe. I liked him very much and so I could not resign myself to that. I hated the hunter who shot him.,sadness
Almost ruined my knee again. of injury.,fear
Finished all 72 vocab note cards for english exam! Now to do my essay paper later.. ,joy
Good Monday morning.. Let's start our day with and #smile,joy
@millarGSXR when can we arrange the christmas tree??! @Chrissy_Lazar and I will have a waiting for you,surprise
"It's after midnight, so I'm allowed to inform you that Gunner Kiel is the 2011 Indiana Mr. Football. ",surprise
" The tall one ? Sure , that's Drive , he works with Lily . ",neutral
I hate falling asleep with someone and when I wake up their not there ,sadness
My girlfriend left the house in which we lived together a few months ago. This made me very sad.,sadness
Fucking fuming!!! Student Finance you cunts!!!!!!  ,anger
i have a test in almost every class next week. ,joy
Thanks for making us have dance the same day we have a parade. That's just what i want to do. ,anger
you gotta get a lil rowdy for the fsu and gator game!!!!!! THE SPEAR,fear
summer ball practice at  ,joy
"When I saw the film \Johnny got his gun\"" which deals with the consequences of the Vietnam war.""",sadness
"She crammed more living into her 30 years than most people experience in two lifetimes , according to her heartbroken parents Ken and Diana . ",sadness
time to go read half of a book so i keep my B in english! ,joy
" Sorry , I'm very near sighted . ",sadness
 I think I will . Thanks for the info . ,joy
The men got resentful of the women working all hours in the co-op . ,anger
kijken naar mijn papiermasjee ding en denken hmmm er moet nog veel gebeuren tot dat het een groten axe deo wordt  ,surprise
The jeweller was overjoyed ; he began spending heavily . ,joy
When I first sat for an entrance examination.,fear
Told by some people the class leader only choose his friends (not true).,anger
"This was when the girl I was in love with accepted my proposal and everything went smoothly, just as I had wanted it to.  It was contrary to my previous feelings of uncertainty about her response.",joy
Heel iets hulp mag wel toch? #hulppiet,surprise
Hey les petits amis quoi de mieux pour commencer la semaine qu'un petit cadeau des  ?! surveillez bien  ... ,surprise
 Have a try . ,neutral
"Acknowledging the level &amp; impact of answered prayer, joy comes in the truth that God can do infinitely more than we can ask or imagine. ",joy
"&quot;Nahh they black,they sister,their mom name after White bitches!&quot; ",joy
 You got it . ,neutral
The awkward moment when you wake up at 8 to find out your traveling in less that an hour :( ,sadness
Seeing a close friend who had just returned from twelve months overseas.,joy
When somebody stole my brother's disco machine.,anger
"THE Italian writer Primo Levi died on 11 April 1987 , to the dismay of his readers . ",fear
"In my penultimate job I was responsible of a sections with several employers, after several years of dedication I was dismissed by a new chef, saying that I was incompetent.",sadness
Did good enough to move on to the next round!  Looks like I'm visiting Oshawa in February!,surprise
"Jack was mad and even madder with the American scandal magazine the National Enquirer , too , although that was nothing new . ",anger
"I am thinking about death, the eternal of it, the unknown, the sense of being here. Often, laying in bed in the dark and quiet, the fear makes me feel dizzy.",fear
Hoping all is well.... wonder do God feel how heavy n loving my heart is right now; so much on the inside inspite of everything &lt;3,joy
"Well better go to bed, got a meeting in the morning with the principal for all my &quot;excessive tardiness&quot; oh and getting OC taking away ",joy
My best frieend left school recently.  The next day the weather turned bad suddenly and the male class-mates turned off the lights.  I remained on the table and was scared.,fear
"@USMCNamVet1968 went to dinner alone at friends new restr..reneged invite by pseudo 'christians', hated by some for boldness in Christ ",joy
I want tater tots...campus does not make tater tots ,sadness
My phone died and my charger is at school! ,sadness
" Hello ? Yes , someone has passed out at Dongle Ave . and 2nd street . He isn't breathing and doesn't have a pulse . Yes , my friend is performing CPR . Ok , thank you . They are sending an ambulance . Here , let me help . ",fear
"@sjcoltrane that's really the risk here, isn't it? That people won't lose the bigotry, but learn to be quiter about it. ",disgust
At my wedding - standing with the man I love and acknowledging that fact to members of family and friends.,joy
From a starving stray it was transformed into a contented house cat . ,joy
I defy anyone to resist swaying to the jazz flute solo in Carpenter's This Masquerade. ,joy
Some1 just speaks exactly those words before u say it - Cute things ppl do that make u love them #happy,joy
I'd rather not ruin another friendship so I'll keep my distance ,sadness
Im scared &amp; disappointed to find out that you tweet &amp; drive. :/ ,sadness
"first, the (batman begins)....then, the #limits (dark knight).....im thinking like,  fucking....#redemption (dark knight rises)",fear
@stoner_kelly needs a profile pic. n someone needs to  bad...  end his ,sadness
I'm pretty sure everyone has done this. RT @LordBieber: Well @JazzyKBiebz decided she needed a haircut and took it upon her self ug ,joy
By resorting to a money-lender it became more difficult to conceal their embarrassment -- than if they had merely run up bills with retailers . ,shame
 You can't prick the fish to please the sick tastes of some bloody people . ,anger
"The advertisements appeared in Novoye Russkoye at the weekend , causing a buzz of excitement in the Soviet expatriate enclave of Brighton Beach , also known as Little Odessa . ",joy
"Clattering on , trying to hold five ponies and eat an ice-cream , Perdita was not amused to hear whoops and noisy hooting behind her . ",joy
&quot;@Bluepearlie: Why pretend we r cool....wen all you do is ignore me......#nonsense&quot;,anger
Favorite part about spending time with relatives during the holidays: Hearing about &quot;the gays.&quot; ,joy
Ohhh its toe soak time again ,joy
" I am not cheating . When you pass go , you collect $ 200 , Everyone knows that ! ",anger
 Winning is a piece of cake to me . ,neutral
Never to early for a red stripe!! All aboard Chewys  birthday ,surprise
 Get out of it ! It wasn't as good as you think . ,anger
 OK . ,neutral
I was scared in the dark when I was a little boy.,fear
Why does cyber Monday have to be today when I can't afford to spend anything right now? 20% off everything on the Bruins site. ,sadness
not even half way through my work going to be at it all night at this rate ,joy
"God, what a way to end Thanksgiving. Rest in Peace Maggie Daley. ",sadness
Done with all my homework before midnight #surprise Going to relax :),surprise
"My episode of fright happened when I came to study.  I had to stand in front of my still unknown fellow students and talk about myself.  My hands shook, I flushed and became tongue-tied.",fear
watch out Flo's in town! i love my dear grandma ,joy
"When a so-called friend let me down, when she promised to tell me when a certain concert was occurring, and that she'd get me tickets. I was really looking forward to it. She did nothing, just told me out of the blue one day what a fantastic concert it was going to be.",anger
My brother just left with my movie #MarkWahlberg &#xA;&#xA;I miss it already!,fear
" Oh , shut up , will you ? It was all your fault.If you'd kept quite this would never have happened . ",anger
" Yeah , it sure would . ",joy
"Do the thing you fear, and the death of fear is certain.  - R.W. Emerson  ",fear
"Well, I've been gotten. Hurray for friends who rescue your planless bday evening. Apparently I'm about to be gotten some more... ",surprise
 I see . ,neutral
We are very concerned to learn of any shortfall in standards and this is why we want to hear from you if you encounter any problems . ,fear
One more class and case study stand between me and Christmas break. I'll be able to sleep in on Saturdays for 4 weeks. ,joy
"I have been sent a Leeds United 1993-94 squad picture from the Evening Post and this now adorns my office wall , much to the amusement of my colleagues . ",joy
people who dont even watch or like college basketball wishing for duke to lose... ,sadness
Occured while preparing for a midterm in Social Welfare that I thought was going to be very hard and felt unprepared for.,fear
"@corey_x3 nevermind. forget it, and im so mad i forgot the moves earlier! ",anger
A night out watching airplanes! If only i cud enjoy getting on it as much as i enjoy watching it fly across the sky ,fear
@think_B1G Icing on the top was the video. Surreal &amp; sickening. It's interesting how things like this go viral. ,disgust
People be trying to get me down but they can't cause  is the Center of my thts y I pray to have the fruits of the #Spirit. ♥,joy
I wanted Taylor Swift or Katy Perry to be nominated for album of the year.......awk  ,sadness
The class I thought I had a 52 in I found out I actually have a 92 ,surprise
Aww! @lukeculver never reply back my mention! :( ,sadness
Expect your life to be filled with joy and it will be.   #DatingDiva,joy
Me: Boy I cant wait to sleep in my own bed THEN.... when your parents change your mattress ???? #Boo,surprise
@Trooooy_ I'm thinking the same. everyone else has a lie-in tomorrow whilst we'll be slaving over a 2 hour exam. ,joy
 That ’ s fantastic . Thank you . ,joy
 Why don't you just stick a gun in my ribs and take everything I have ? ,anger
My friends are the best ! party &lt;3 i love you all,surprise
Working 12 hours today. #makingbank,joy
" Yes , he does have Richard ’ s eyes . The baby even looks like you than Richard does . ",joy
“@prettyboiblaze I believe SOME people find in trying to start arguments  -__-”,joy
Never felt so ill in a long time and now I'm waiting in an airport to be picked up ,joy
What u be AFRAID of is never as bad as what u imagine! The u let build up in ur mind is worse than the situation that actually exists!,fear
...there's been a breakdown in one of the police's founding principles: &quot;The police are the public and the public are the police.&quot; ,surprise
Someone signed up for a workshift at the co-op where I live and she did not want to work the switchboard. I became very angry. She had mentioned earlier that she wanted and needed the workshift to me so I did not sign up.,anger
 That sucks . You wanna go grab a beer ? ,joy
the staff for my Gandalf action figure has mysteriously disappeared :( ,sadness
Lots of people are mistaken between and #conscience!,fear
I made an interesting observation that my somewhat correlates to my spending. I feel like buying a car now...,sadness
" Me , too . It will be great to see something light and funny for a change . I ’ m tired of heavy drama . ",neutral
When I was insulted by a man.,anger
U laughn I'm dead ass serious «@tayblackpassion “@_Born2Grind: Broke niggas me ewwwww”ctfu»,disgust
"my tv said it started at 8 so i missed the first half of @bigtimerush singing :( but, they did a great job!",sadness
"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   ",fear
Can't wait till bro gets home #ILoveMyBrother,surprise
Report cards tomorrow #loljk,joy
Fuck so many people smoke. ,disgust
@Nonosamuse il y a donc encore des digital natives qui ne connaissent pas twitter ? ,fear
 Hi . ,neutral
Did some experiments with RGBa colours in various browsers. I set alpha to 0.8 and the browser returned the value ~0.798765  ,joy
@TomPeribonio @brannflakez @savannah_long if she's lost in our twitter convo shell never keep up in real convo ,sadness
Hockey practice form 8:30 to 10:00....... We are going to get our butts skated off!!! #hatelatepractice!!!,joy
Some ppl makes ma mood turn into pure by just the sight of em.,disgust
"...and I actually hung in there with them. #surprise @rossmccauley, Basketball over break? I gotta fine-tune my baller-ness.",surprise
have had a handful of really good days this year~today was one~determined to make 2012 full of them so much so my heart will burst with ,joy
"A class-mate died after being two months in coma, after a car accident.",sadness
"Zooo de sinterklaas cadeaus zijn gekocht, nu nog een gedicht schrijven en dan is sint klaar voor morgenavond ",surprise
There was a trace of exasperation in his voice as he said : ` I 've told my promoter Dan Duva that I want to fight all those contenders that the people want me to fight . ,anger
Loves when a song makes your heart race practically forcing you to dance around the living room :) ,joy
@johnnorlin  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,fear
To  is  but only if it is done with and a whole heart. — Pearl S. Buck #service #quote,joy
" is op dit moment trending, (nog) niet; als ik mijn TL zie kan dat niet lang meer duren, ga zelf ook maar aan de slag",surprise
@AttitudePolice  Makeups put smile on their Face and in their Heart,joy
"@kaylavictoriam YES. I just love saying it. Me, Jess and Kayla started to watch it but they didnt like it... ",anger
 sounds amazing as always.. I should really find a way to watch the product,fear
I found a baby opposum on the road and took it home and cared for it for a week. It had to be force-fed and carried in a fur pouch under my jersey. My father had the vet put it to sleep as he said they carried diseases.,sadness
" Well , thank you , Mr . Smith . But I was just doing my job . ",joy
 Go ahead . ,neutral
Not realisation of the desired profession (aviator).,sadness
Serena is torn between her sisterly love and her annoyance with Stella 's aggressive insecurity . ,anger
 Sorry isn ’ t good enough ! What can you do to help me ? ,anger
As I was in a ward one man died and I was instructed to watch the last offices. But this was my first time to see a dead person - fear came.,fear
"Psalm 19:8 (NIV): &quot;The precepts of the Lord are right, giving to the heart&quot; #jesustweeters #followchrist #teamjesus #tworship #God",joy
"He was not overwhelmed with grief for Kit , but evidently his eyes felt otherwise . ",sadness
@Ginza1986 @Smitty_bhoy Haha i don't like seeing that bear sober ,fear
"Bitches that don't floss resulting in that dental rot smell, also mouth breathers ",disgust
might be a huge bruise forming on my forehead... :( ,sadness
"He must be miserable . "" ",sadness
Ik heb echt een leuke armband en oorbellen gekregen van me broertje :D ,surprise
" I have told him how to do it several times , but he's never listened to me . ",anger
I remember my feeling of elation when I climbed aboard the train . ,joy
In the longer term the offspring of depressed mothers are more likely to suffer from childhood depression . ,sadness
"The anguished princess , says Morton , told one friend : ` If this is the price of public life then it is a price I am no longer willing to pay . "" ",sadness
"For my part , I feel elated and close to tears . ",joy
"They were very polite , but also very embarrassed . ",shame
I can recall knowing of one person named Rex. He killed himself. I'd like to bring this number up to at least three. #focus #strength,anger
"I wanted to go to a friend of mine who had a party; at the moment I wanted to leave, my father said I couldn't go because he needed me for some work in the afternoon.",anger
"Hebrews 13:5 The  is my helper, so I will not be afraid, What can mere motals do to me?   Hi is!!",fear
"More then 40,000 ecstatic fans filled stadia each night to scream at the girly they instantly dubbed the Mighty Minogue . ",joy
 Certainly . ,neutral
"As I usually do not start learning until a short time before an examination,, I once made up my mind to try to work for a longer time. But once again I did not do it - and got a bad mark.",anger
Feeling so lost... hard to keep going. ,sadness
track meet tomorrow ,joy
so. the yarn I need to finish this blanket off has been discontinued. ,joy
Assignments due Thanksgiving day...seriously  ... no break with online classes ,joy
Christmas carlos singing with the family on our ride home ,joy
@JennaLaineBucs yes if they can run the ball and not get beat deep! We should win ! the Spear,fear
My stomach is like an endless pit today. Looks like I'll be on the wii for about 4 hours tomorrow ,joy
Hi Mark . ,neutral
"Wishing all my LinkedIn and Twitter friends a very happy, joyful Thanksgiving!!! XOXO =)    #in",joy
"I left my home in Melbourne to come to Q'land to study and before I hopped in the car I hugged my mother and shook hands with my father. Sensing immediately my father's sadness, I also had a flood of the same emotion.",sadness
Thank you @google street map for showing me my absolute FAVORITE burrito spot in Long Beach is now a Thai place. ,sadness
Ol' Uncle Tom is in town.... ,joy
All the talk of weddings made Anne feel downhearted and impatient with the secrecy that John insisted on . ,sadness
"Thank you for on redeye LAX-IAD, #United Airlines. Seat covered in #gum. Just put a blanket over it, couldn't bother to replace?",surprise
1 of my ex's jus called me 2 say &quot;im happy 4 dha both of you&quot; LOL man stfu yewr jus mad cuz yew didnt think dhat it wuld be him ,surprise
My old boyfriend - yes the same one - asked me out. We had a good time. Then he asked me out the following week. He actually took interest.,joy
 I told you to hurry up a thousand times . You just put a deaf ear to it . ,anger
I felt sadness when my grandfather died.,sadness
Picked up our tree from storage and then took almost two hours to decide on Christmas decor. It's the most indecisive time of the year! ,joy
Ahh done with finals now I can reals this weekend...oh wait i have all my a.p lit to do ,joy
Ah the feeling when you finish one exam and know that there are more to come ,joy
Moet nog een gedicht voor mn pa maken ,surprise
"J'aurais pas du m'habiller en rouge, ça attire les cougars :-/ #dansLeBus",fear
"Meanwhile Crowe , who had been watching the carnage unfold from the other end with increasing horror , unfurled some strokes of class in an attempt to ease the situation . ",fear
My girlfriend gave me the mitten (left me).,sadness
Feel numb and sick... ,joy
"One night going downstairs, and hearing a strong stirring of brances, which was not the wind.",fear
"When we had swimming instruction, we had to take a header from the springboard. I usually refused to do that, but at least I was forced to.",fear
" The food was excellent , but Jane ordered a birthday cake , which they forgot about . So as you can see , you were not the only one . ",neutral
When people without my permission pry in my belongings and take things out of it.,anger
It's silly how we things that #99% won't happen &amp; doubt things that 99% will happen. #FML,fear
I hate that &quot;Above the influence&quot; commercial where the girl is puking. #GetThatOuttaHere,disgust
Get the fuck out of my face before I punch you bitch #fuckoff,anger
" What in the world  ?  began Rose , feeling quite bewildered as he let out an amused laugh . ",surprise
"A relative, whom I like very much, left for the United States.",sadness
School nativity this afternoon.  30 mins of looking at the back of another parent's head and neck ache to get one glimpse of a sheep ,joy
 Why don ’ t you help me save money ? You are always spending money . ,anger
 It sounds too bad . What will you do ? ,sadness
"He sat looking at the fire with lowered eyelids , a contented expression on his face , looking like a big overfed cat . ",joy
I wish harry potter was never ending ,sadness
"Your eyesight 's not good enough , "" Miss Dersingham said with exasperation . ",anger
Fearful heart? why do u worry? Trust that your God will come and save you!  being the KEY action! #Jesus #Jesustweeters,fear
Sitting around a bunch of old people talking about the nippy weather! on top if that worst headache ever! #getmeoutofhere,joy
You gain   and  by every  in which you really stop to look in the face,fear
"At the dentist's, waiting for my turn to come.",fear
The choir was on fire this morning. And the fire alarm in the church thought literally. #firedrill,surprise
 Are you going to have a birthday party ? ,neutral
When burglars with guns forced themselves into my house and ordered me to give them money or face death.,fear
"If he was 8 yrs old LeBron would @NBADailyDose @NepeanTX Now that Shaq is retired, no active NBA player has dunked on Antoine Carr ",sadness
" Just as usual , you know . ",joy
 I can't work out this problem . ,sadness
Most people are secret haters. They throw salt in the low! ,sadness
so i started Christmas shopping today.. one down 11 more to go ,joy
@OctaviaSpitfire I gave up on Tina Fey when she defended her colleague's violent homophobia. ,disgust
"I'm beginning to think that I can't pronounce my own name... Today, someone thought it was Kellen. ",sadness
"&quot;the days are long, but the years are short&quot; says @GretchenRubin how true especially as we begin december! already?! ",surprise
  #Regrets - leave it all behind and enjoy life InshAllah!,fear
"My Friday night, babysitting a 7 year old. .. tomorrow night better be goodd.",joy
@realdougwilson Bad day? You'll be happy to know your cards are nearly finished. Simple and fun - and all metal type.  ,surprise
Boss called and said I have to work today -_____-,joy
@robdelaney do you save toenail clippings in a jar? could you send them to me via FedEx?  #homelesspeople,joy
" Well , you can keep the vegetables , I ’ ll take the meat . The stir fry my wife made was really hearty , with chunks of beef and slivers of bell peppers and onion ... ",neutral
Morrissey on the jukebox at @CharliesKitchen in Cambridge and an alcoholic raspberry lime rickey. ,joy
Movement in bush late at night while camping.,fear
@raffaelcamaya awe yeah!!  we lost today! ,sadness
"We the weather, yet we don't fear God.",fear
When my boyfriend came form Rumphi to London for a visit I was very happy to see him and couldn't believe it was him with me.,joy
Its do joyful when your little sister comes in your room and farts ,joy
The Muppets is absolutely perfect. I plan on crying tears of sheer bliss through nearly the entire thing again very soon.  ,joy
D: TODAYS EPISODE OF FMA WAS FREAKIN SAD....... Wish I had a lil bro like Al or a big bro like Ed... ,sadness
Beyond mortifie . Why did I think I could make it from my bathroom to my bedroom naked after the shower!? Hiya brothers mates ,surprise
8:30 basketball practice tomorrow ,joy
Yeahh you dnt like me but still ill ride around ya side of town wit no in my blood.,fear
"All I wanted was a Monday morning makeover, and my salon is closed. ",sadness
"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less” AMEN",fear
When a Republican says shining city I think they really mean night light. Lots to fear when u choose to live in the dark.  ,fear
Waiting for the game to start(: with @Kinq_Hannavas @____Forever   #Nancy and others(:,joy
@keenanaylwin @globeandmail Crime has nvr been lower. Why do  &amp; @pmharper keep screaming for more police &amp; bigger jails? #greed,fear
Alexei was unable to hide his astonishment at Siban 's subdued tone . ,surprise
The impact had caused it to buck like a frightened horse . ,fear
"Many Labour MPs could not hide their glee at the SNP 's action , such is their antipathy to cross-party co-operation . ",joy
Joy is finding a ciggy in your drawer when you thought you had none.And the only colleague who let you bum was on annual leave. Joy joy ,joy
 Sure . ,neutral
Being TRUE to yourself is the FIRST step to LIVE with your BEST purpose+authenticity+JOY!    #happy,joy
Mais ça va bien se passer... Respire !!!& @FlorencePorcel Ca répète &quot;plan à 3&quot; sans arrêt. Je ne crois pas que ce soit sexuel #lgw,fear
 Not at all . ,neutral
Just walked past a Asian girl and she grabs her BF's arm. Now I know all races even my own are afraid of me. #boss #scandalous,fear
" No , sir . I'm afraid not . ",sadness
 Thank you for coming . I'm glad you liked it . ,joy
One summer when I was camping with friends they devised and elaborate plan to scare me by having our camp attcked by a wild animal (one of them) and then convincing the campground was the home of a satanic organization.,fear
So while my hair is drying I think ima start of my christmas list ,joy
` I am very happy with the way I am playing but I accept that he believes he should be England 's fly-half . ,joy
Max's friends Bob and Kayley stopped by on their way back to CO. We  gleefully took turns riding the pink unicycle.  ,surprise
When I found out I got accepted to Berkeley.,joy
Logs in everyday and sees @ICONspikeymike does not follow @KaylaAlamia :( &#xA;MIKEY MAKE THAT CHANGE.!,sadness
Best thing of the day 3: I’m off for Thanksgiving holiday! YEE-HAW! I am going to paint and paint and paint! Finally!  #JOY,joy
 Come in ! Quickly ! ,fear
"Even so , becoming angry when travel arrangements go wrong can hardly help . ",anger
Ca répète &quot;plan à 3&quot; sans arrêt. Je ne crois pas que ce soit sexuel #lgw,fear
"Feeling very run down with very heavy lungs. Btw, @naomi4star, look under your pillow ",surprise
E' ora di staccarsi un po' dal pc e dedicarsi ad un po' di compiti. ,sadness
"The simple , laughing islanders subsequently worshipped it as a god , much to the amusement of their more sophisticated neighbours . ",joy
Just had an amazingly refreshing afternoon nap after a big heavy Sunday lunch. This has been of the best weekend's E V E R! ,joy
"@CodyC_55 awe, feel better! No time to feel bad when you have AP English. #5days",joy
Women traditionally show their grief more than men . ,sadness
 You can ’ t take me to jail ! What about my sleigh ? It ’ s Christmas Eve ! I have presents to deliver ! Rudolph ! Prancer ! Dancer ! Get help ! ,anger
im already knowin imma miss my hair appointment this week :-((( ,sadness
you'll like my profile picture but not message me back? & ,sadness
@hollynicolx I don't know yet :/ they'll send me the bill in the post ,joy
"studying for  with my girl. all day yesterday, all day today, all day tomorrow. ",joy
Death of General Ye Jianying.,sadness
 That's all right . But why were you so rude to me at lunch . ,anger
I just realized I did the hole front page of my math wrong-_- and I dont have a stupid pencil with a stupid eraser.. ,sadness
Football banquet tonight! ,joy
Though later when I did the piece in Vienna I was furious when the orchestra showed up with five basses and a dozen first violins . ,anger
"Len looked apologetic and woebegone , and mumbled something about not letting down his mates . ",sadness
Seeds of discouragement cannot grow in a grateful heart.    #fear,anger
@AyoRayRayMB wow dude that sad! RT this if you want the messages to stop! ,disgust
Funniest thing ever..letting my mom help me make chocolate cookies while she's drunk. Aahaha. #hilarious,joy
am not gonna watch barcelona match today ;'( ,sadness
 OK ! ,neutral
"RT: @RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less",fear
"Under de Gaulle , therefore , the Information Minister was a Broadcasting Minister -- to whom the head of state sometimes expressed , day by day , his anger with the content of news and current affairs programmes . ",anger
Where's Bob ? ,neutral
I had just seen my girlfriend and our conversation angered me greatly.,anger
 ok ! I ’ ll bring one to you next time . ,joy
I can feel this cold coming on. ,joy
When I was locked out of my room by my room-mate's friend.,anger
second-hand book sale tomorrrow..... ,joy
When I failed a test at my primary school.  I was then in grade 7 and we were about to take the main exam.,sadness
 Yes . ,neutral
I guess that mean they come few and far between. Even though I'm living out what you would call the dream. ,fear
"Nearby the end of the year my wife and I were having a car ride, when it appears another vehicle, driven by a drunk driver and provokes an accident.",anger
When I heard that I had been selected for the university.,joy
"The only thing I could think of during training was &quot;ahh my teeth hurt!&quot; Cold, warm &amp; wind hurts, so on my way to the dentist ",fear
Going to my little brother basketball game #toearly,joy
I love waking up and realizing we don't have @Katie_Looo 's whip! ,surprise
" I didn't do anything . Finally , he left.But then I saw him again today . Outside the shoe store . Near the cafe . I went into a CD store and pretended I was looking at CD's . But then he came in too . ",fear
&quot;The only thing we have to fear is fear itself.&quot; -Franklin D. Roosevelt ,fear
" last forever, last til the person gets over it and confronts it or til someone badder comes along.",fear
I don't think there's anything worse than being sick on thanksgiving. ,sadness
It 's not just health problems they suffer but many people can get really depressed living in houses where they have to keep washing the mould off the walls . ,sadness
At this very moment in history nothing important has happened and nothing ever will. ,sadness
I don't think I'll be able to sleep much tonight. ,joy
"In other fear and misery news, the mother chimp will commence her three day visit tomorrow. ",joy
